A11,A22,A33,A23,A13,A12,B11,B22,B33,B23,B13,B12 ,D11,D22,D33,D23,D13,D12
42.98662868,363.5356714,14.77635931,0.016138674,0.015491327,22.71190998,1.015291418,-0.561309119,0.803111973,-0.000391765,-0.000588038,-6.699019383,1415.497019,4797.670694,487.353495,-0.855879798,-0.890391523,778.1325301
2.635615943,439.6062164,7.568818813,-0.775664021,-0.807777071,-2.596296657,0.007183819,0.002499237,-0.000592997,2.028233238,-26.82052089,0.010594818,128.2090094,5349.862301,275.7815757,-0.011966628,-0.002340996,-25.11082956
20.06903936,405.9829997,17.19975637,-1.341833055,-2.021635113,9.634383864,0.422443658,-9.724526028,-2.130348424,-2.582074162,-2.053044776,-4.861237046,820.2558592,5333.681666,405.6198343,-16.25138109,-12.94231692,461.8118334
24.35317772,414.1155484,9.606504773,-1.498678225,-1.620246882,6.543312556,-5.64e-05,-7.03e-05,7.2e-07,-4.66e-05,-2.84e-05,-7.04e-05,952.5290036,5282.627432,493.5818265,-0.000285938,-0.000187884,305.0499828
28.15497302,537.1184335,17.85963914,32.86763414,20.81096804,36.29202842,-54.8608663,21.7460537,-3.849271634,14.11986436,9.651606272,-9.440332607,1009.969927,6205.234505,401.1377807,88.99795463,60.79256559,633.2349595
37.30199843,248.4431442,19.7651501,-2.891772435,-6.068701402,8.980894048,27.71962211,-0.616793719,4.835249197,-3.768590075,-2.659036028,1.078851497,1171.463595,2907.352221,394.2216943,-24.58713956,-16.72111397,484.6749589
45.98802992,340.7531527,20.23037874,0.013968579,0.017086636,21.06801666,44.58990387,-0.37904724,3.286406362,-0.001183157,-0.000606661,23.87992206,1531.849047,4303.461937,499.648277,-0.074596686,-0.032713638,692.9336024
22.31043115,408.3907006,7.973291487,0.094616459,0.095778272,2.998985548,-4.18e-05,0.000144479,4.12e-05,-34.86599432,2.52573538,-0.00014579,762.914125,5041.439817,483.7526404,0.165559995,-0.00797088,148.9465156
35.25708111,307.545699,10.37035002,0.094226695,0.080225931,17.28419369,2.74e-06,-4.66e-06,0.001451347,-0.407663705,20.50296053,-2.53e-06,1090.865874,4004.429516,358.5468406,0.010895374,-0.019709679,606.2970148
41.52174731,357.6662969,13.95239887,0.015285509,0.016858466,22.0546511,-10.24173962,0.051473091,0.122701155,-5.28e-05,0.000319489,-3.455676535,1357.58896,4706.981659,464.8607972,0.824158253,0.867613453,755.3450845
